userName,score,at,content
muggiexyz,5,2026-03-17 02:12:36,a very useful application for communicating with streamer friends in games and has many features such as playing music and is very aesthetically designed🥰
Rezalul Arif,1,2026-03-17 02:11:03,tidak bisa melakukan verifikasi nomor ponsel
Samsung TabA7lite,5,2026-03-17 01:49:18,Keren Bisa Mabar sama HayoGo Jadinya
Luthfi Muhammad Hamid,5,2026-03-17 00:30:40,i love u
Rahmat,1,2026-03-17 00:27:12,banyak bug
teguh Muslim,5,2026-03-16 23:08:18,bagus lah
Imam Muhayis,5,2026-03-16 22:46:26,Nicely
Rafkaxgame,3,2026-03-16 16:48:54,"tolong perbaiki (saya telah memasukkan nama email dan password nya dengan benar tapi ""Gmail dan password invalid""? tolong perbaiki"
Cla Krisna,3,2026-03-16 15:27:27,Suara nya tidak terlalu masuk di dc
Damar Putra Indra Setiawan,1,2026-03-16 15:17:14,ada bug.karena itu saya harus ulang dari awal lagi
inayati Fauziah,1,2026-03-16 14:07:48,tidak bisa login akun kembali saat menghapus aplikasi saya tau ini untuk keamanan tapi gak begini juga caranya!!!! tolonglah kami manusia bukan robot dan kenapa code yang benar di bilang salah!!! sudah banyak teman yang hilang begitu saja plis lah jangan di biarkan seperti ini dan harus memakai QR code sendiri scan ponsel sendiri bagaimana caranya?!! dan saya coba verifikasi dari ponsel lain juga gak bisa saya kecewa dan saya juga sudah menghubungi bantuan tapi tidak ada balasan dari pihak disc
Kusut Hgfsy,5,2026-03-16 14:01:01,bagus
Wong Pbg,1,2026-03-16 06:49:25,aku bintang satu karena susah banget log in
RAFI AL FIRDAUS R.,1,2026-03-16 06:41:44,Niceeee
BenitaKusumaningtyasSaputri,1,2026-03-16 06:08:37,why did you guys lower the mission reward to 200 orbs??!! you guys are so stingy!!!
Devan Oen,5,2026-03-16 06:06:56,bagus
nazz,1,2026-03-16 05:36:48,nyoba regist balik ke laman awal smp 5x 🙄🙄🙄
Shibgoh Izul,5,2026-03-16 04:53:15,bagus banget dan cocok untuk berkomunikasi dengan developer Roblox 😆👍
Revina Aulia,4,2026-03-15 22:52:01,👍
Kurniyanto M76,1,2026-03-15 18:39:40,aplikasi gajelas
Gw Yanto Bang!,1,2026-03-15 17:43:34,"Bisa ga si kalo ga sengaja ke beli berlangganan nya ilangin,saya harus ganti duit temen saya 900k!!Fitur berlangganan nya ilangin aja nyusahin saya"
bunga Lugas,1,2026-03-15 16:26:47,"woi,aku mau log in aja gk bisa padahal email nya udah bener sama password juga udah bener"
Dyufur Yufur,5,2026-03-15 15:55:35,bagus
Aurelia Nadine,1,2026-03-15 14:32:15,"ini saya mau login ulang karna hp saya yang lama hilang, saya kebetulan lupa nih sama password nya, waktu klik lupa password, awal nya dikirim verifikasi tuh ke Gmail. tapi akhirnya tetap minta password, kan cerita nya kita udah pilih option yang lupa pasword. gimana sih?? itu akun saya yang lama udah banyak temen nya itu, saya gamau bikin akun baru. TOLONG DISCORD, KALAU ORANG MAU LOGIN ULANG ATAU SIGN UP JANGAN SUSAHIN DONG, GIMANA SIH."
khairulazamfairuz,1,2026-03-15 11:57:32,mana nitro gratis yang kau janji kan itu hah!!
Maulida Silvia,5,2026-03-15 11:27:49,aplikasi sangat mudah dgunakn fitur lengkap dan bagus
audrey,5,2026-03-15 11:07:21,"SSKKSKS, NI APLIKASI BERGUNA BANGET BUAT KALIAN PARA GAMER YANG LAGI NYARI TEMENN BARUUU + RAMAH² BANGETT ORANGNYAA 😣😣💕💕"
Sigich Pangestu,1,2026-03-15 07:37:19,males verifikasi nya lama terus kalo pake email yang sama gabisa lagi
Agung sw10,1,2026-03-15 07:22:54,verif di email belum pernah diapkai dan nomor tidak bisa
sri endang sunarsih,5,2026-03-15 06:43:37,bermanfaat bagi kita untuk berkomunikasi
Bagus Al Ghazali,4,2026-03-15 05:26:39,"Great app, super useful for communities! But I have one suggestion: Please add Indonesian language support. Indonesia has a huge and growing user base on Discord. Adding Bahasa Indonesia would make the app more accessible and welcoming for local users who aren't fluent in English. It would definitely improve user experience here. Hope you consider this! Thanks!"
Nayla Tiara,1,2026-03-15 02:58:34,"sya ksi bintang satu karna saat login susahh banget ribett,moohoon di perbaiki PLCC"
Adi Setiawan,5,2026-03-15 02:57:57,good
Kenzioathalamalik,4,2026-03-15 00:31:42,"tolong adakan koneksi dengan Instagram lagi, please..."
Aiful.ihsan80@gmail.com Ihsan,5,2026-03-14 22:09:42,sangat berguna bisa memdapat informasi secara cepat tentang update game
Silfana Aura,1,2026-03-14 17:34:02,"apalah, gak jelas panteq, gak bisa login. bintang 0 untuk aplikasi."
efraim tristan,3,2026-03-14 16:41:36,"aneh, discord gw gabisa main activity sama temen²"
Jesen Fen2,1,2026-03-14 15:14:54,"Akun saya terkena suspend permanen padahal saya pernah membeli suatu animasi untuk aplikasi ini sejumalah Rp. 127.000,00+ tapi begitulah kenyataan saya malah di suspend permanen!"
Ghaly Al - Faeyza,1,2026-03-14 14:54:32,discord dalam log in bermasalah semua orang mengalami nya
Firman Dhika,5,2026-03-14 14:41:27,dapet banyak temen njir
Mr. Feb,2,2026-03-14 14:38:32,"Moga di notis developer nya, ini sosmed favorit namun sayangnya akhir-akhir ini banyak banget bug, contoh, channel yang di mute masih sering muncul notifnya, terus ada opsi sembunyikan channel yang di mute tapi fitur ini sama sekali tidak berfungsi, contoh lainnya, sebuah server terus-menerus meminta untuk menggunakan Tag, sekalipun sudah kita tolak."
Afham Muhammadhumaedi,5,2026-03-14 14:36:18,bagus
all gloraa,1,2026-03-14 12:45:09,APLIKASI KONNNTL BAGIKAN LAYAR TPI GAK ADA SUARA NORAKKKK... MAU NOBAR GAK BISA
Dingland,1,2026-03-14 12:25:50,woylah gw mau login pakek akun DC gw malah ga bisa >:]
aam salamah,1,2026-03-14 11:06:06,apaan sih nih apk gua udah nyobain log in berkali kali malah enggak bisa masuk masuk sampe sekarang gua gak bisa main discord
Akagami,4,2026-03-14 10:53:11,mantap👍👍👍
Arga 4898,5,2026-03-14 10:51:43,seru jadi punya temen
Infinix smart 9 Smart 9,1,2026-03-14 09:30:26,ga jelas bgt udah jelas email SM password tapi ga bisa masuk lewat apk ya sedangkan di web bisa
Raden R.Rawikara,5,2026-03-14 08:11:34,seru bisa ngobrol cuy
Furious Battle,1,2026-03-14 07:39:34,i don't like it
Bayu PlayStore aja13,1,2026-03-14 03:50:19,"gak bisa log in,padahal udah bener"
Alisha Khairawilda,5,2026-03-14 03:44:55,bagus
Reny Sastianengsih Tab,5,2026-03-14 02:04:11,"Terbaik,gatau cara make nya"
agus santoso,5,2026-03-13 23:04:37,"""I'm extremely satisfied with Discord! This app has become the hub of my community with friends and like-minded people. I love how I can create my own server, invite friends, and share content easily. Features like voice chat, screen sharing, and rich media make communication more lively and interactive. I also appreciate how Discord has integrations with various gaming platforms and other apps. The app is super stable and easy to use, letting me focus on what matters."
Cindy Angelina,1,2026-03-13 22:36:38,Very laggy!!
Crystal Aurellya,1,2026-03-13 22:35:31,The application is sometimes very laggy!!
M. Sulaeman,1,2026-03-13 21:32:17,"Judul: UPDATE SAMPAH, FITUR CALL JADI NGGAK GUNA! Isi Ulasan: ""Maksudnya apa ya update sistem call jadi kayak Voice Channel gini? Sekarang kalau nelpon orang malah masuk ke 'ruang tunggu' sendirian. Nggak ada notifikasi yang masuk ke HP lawan bicara, nggak ada nada dering yang jelas, bener-bener kayak nungguin janji yang nggak pasti. Buat apa ada fitur telepon kalau nggak ada notifikasi yang 'memaksa' atau muncul di layar (pop-up) buat kasih tahu kalau ada panggilan masuk? Orang lagi main game a"
birgita audrey Br tarigan,1,2026-03-13 20:57:31,"teruntuk developer ya,bisa ga si lu ganti nama lu yang lebih singkat? tiap gw main Roblox ya kalau mau tanya "" do you have discord/DC/blue, itu di sensor mulu sialan memang bukan salah elu dan itu salah Roblox nya sendiri , tapi nama dari "" dis dan cord "" itu sering disalahgunakan bahasanya 😭😭 ganti yang lebih singkat aja gitu kek namanya"
Ijum Jumati,4,2026-03-13 20:40:56,nice In cool
Anak Jambi,1,2026-03-13 18:23:23,GK jelas sumpah bikin ribet
Zulhij Dwi Q S,5,2026-03-13 17:22:58,good
Alrasyide,5,2026-03-13 15:52:53,bagus banget aku suka dehh
Rndy _ Gho,5,2026-03-13 15:45:30,nice
Chlinton Pakpahan,5,2026-03-13 14:17:03,ok
Kaiden Breakout,2,2026-03-13 13:50:22,"saya kasih bintang 2 knp akun saya tiba² log out sedangkan saya tidak merasa melakukan log out akun dan saya lupa sandi nya, saya coba lupa sandi terus saya tidak menerima kode verifikasi kasih nya udh saya tunggu 50 menit di awal buat akun saya mudah mendapatkan kode verifikasi tapi sekarang knp gk menerima kode verifikasi dari SMS?"
Tayo Xander,5,2026-03-13 13:07:05,Perfect saya suka saya bisa berkomikasi dengan tim ff saya jadi gak ngelek lagi deh❤❤❤❤❤❤
Ayu Maulida,5,2026-03-13 13:00:40,"udh bagus tapi coba tambahin filter tiktok (it's good, but try adding a tiktok filter)"
Ikhwal Bachtiar,1,2026-03-13 12:42:49,"banyak banget kendala, seperti tidak bisa login"
Abdi Naufal,4,2026-03-13 11:35:17,enak dan tidak boros kuota
Marcellino Deanova,1,2026-03-13 11:27:13,gmail sama pw sama tapi gabisa login kimai
Hiro Two,5,2026-03-13 10:25:20,"5 star, tons of creep in the app... good job discord"
Sat Put,5,2026-03-13 10:23:25,aku sangat mencintai Discord kerena lebih memudahkan dari pada WhatsApp
Syahda Tanit,5,2026-03-13 09:06:14,"Platform komunikasi terbaik untuk komunitas dan gamer! Fitur voice chat-nya sangat jernih dan minim delay, sangat membantu saat koordinasi dalam permainan. Saya sangat suka sistem pengelolaan servernya yang rapi dengan berbagai channel teks dan suara yang bisa dikategorikan. Fitur berbagi layar (screen share) dan integrasi dengan aplikasi lain juga sangat lancar. Antarmukanya modern dan sangat fleksibel untuk sekadar mengobrol santai maupun membangun komunitas besar. Aplikasi wajib untuk tetap t"
Ghazi Alghifari,1,2026-03-13 07:01:36,gw capek sama nih aplikasi Udah mah gw gk bisa join grup/server ini kayaknya emg gk ush dimainin lah Capek cok Gw gk bisa join server malah butuh verifikasi email untuk chat lagi sebernya dulu gw berhasil login berjalan lancar tapi pas 2 minggu kemudian gw disuruh verifikasi email untuk chat terus juga pas kita dapat foto/video kita yg kita download di discord malah langsung dihapus lagi juga foto yg gw abis download itu untuk ngedit gw dah uninstall aplikasi ini✌✌
Muh Dzulfaqar Bakri Dzul,1,2026-03-13 06:19:56,saya maulogin keakun lama saya tetapi tatanya pasword salah/tidak valid padahal aku sudah kasih masuk pasword benar dan gemail yang benar saya sungu kecewa 🥲🥲🥲
Izk Izk,5,2026-03-12 19:14:14,"Fantastic for communities, gaming, and group discussions. Voice and text channels work perfectly."
Kalukato Masamune,1,2026-03-12 15:59:19,microphone nya rusak atau kurang baik bekerja setiap panggilan masuk
Danish Khuzaima2,1,2026-03-12 15:09:24,"kgk bisa verifikasi mulu dah, gak jelas ni discord. 6x minta send code kgk ada mulu"
Deni Setyawan,1,2026-03-12 15:03:47,"WOI,DISCORD AKU RUSAK,UDAH AMBIL ROLE TAPI TETEP AJA NOTIFIKASI GAK MUNCUL!!,ITUPUN JUGA SAMA DENGAN TAG NOTIF GA MUNCUL WALAU UDAH DI TAG,INI SANGAT MERUGIKAN!!!"
Elisa Seo,3,2026-03-12 14:02:28,"Apakah platform discord tidak cukup dana membayar devplover untuk upgrade menambahkan bahasa Indonesia ke dalam aplikasi, hey jangan bilang kalo anda tidak cukup wawasan untuk negara mana saja yang pengguna internet nya sangat besar"
Aggy Gardea,2,2026-03-12 14:01:37,"cuman download app nya karena hype nya ternyata gak seru kayak cuman social media aja terus menurut aku susah loginya aku udah pencet Forget password dan ""email dosent exist"" padahal soal email udah bener loh jadi ini gak worth it menurut ku °<°"
Godboy Gaming,3,2026-03-12 14:00:58,notifi kasi cukup buruk
Malik Kiya,1,2026-03-12 12:10:54,ni apk kon
Juna Hacker bogor,5,2026-03-12 11:19:03,gacor
Dheaa Bungaa,1,2026-03-12 10:05:18,"ga ada fitur share screen nya, login nya susah padahal udah pake password lama tapai ga bisa"
Tian Prihasetyo,5,2026-03-12 09:33:59,Apik Tenan pokok e
Playmaker,4,2026-03-12 07:39:15,antoher bug while change channel. some message in channel disappear
Aric Ruyan,5,2026-03-12 07:36:52,nice app😎👍
Irawati Maryam,5,2026-03-12 06:23:06,very good would recommend
Dede Ruyatman,3,2026-03-12 05:21:15,"ketika aku join server selalu balik lagi ke home, mohon untuk perbaiki ya"
Akwila Lody Maja,2,2026-03-12 03:59:31,"sering ngebut gak jelas, padahal sudah update."
Zelly Azhari,4,2026-03-12 03:55:00,tambah kan bagi video sedikit panjang
Bitcry,1,2026-03-12 03:38:11,premium mahal tidak berguna
nashrul fadli,1,2026-03-12 01:23:13,aplikasi sampah gak ada bahasa Indonesianya
Wika Aja,1,2026-03-11 23:31:48,padahal udah masukin email & pasword benar saat login tapi kagak bisa mohon di perbaiki
wawan gpo,1,2026-03-11 22:39:47,"Halo tim Discord, saya mengalami masalah saat login. Aplikasi Discord saya tidak mengirimkan kode verifikasi sehingga saya tidak bisa masuk ke akun saya. Saya sudah mencoba beberapa kali tetapi tetap tidak menerima kode. Mohon bantuannya untuk mengecek dan membantu mengatasi masalah ini. Terima kasih."
jezzymieayam,2,2026-03-11 18:05:00,"benerin bug mental dc, baru buat voice 1menit, langsung kepental an ga cuman satu kali"
Tri Ra Hamsah,5,2026-03-11 16:40:02,bagus bisa dapat banyak teman
Dapingg,1,2026-03-11 15:55:07,"jujur ini aplikasi sungguh mengecewakan, kemarin lalu dc ini memberikan nitro trial kepada pengguna, trus saya ambil lah dan trial nya tuh sekitar 2 Minggu, nah saya pun iseng aja mengambil trial itu karena ya Gratis, trus ketika lama ga buka dc ada sekitar sebulanan gitu, saya isi saldo lah tadi, eh tiba-tiba saldo nya kepotong 92k, sungguh aneh, saya langsung cek dong riwayat trnyta dari discord, mksudnya gimana yak? ngasih gratis ujung""nya sedot dana pengguna, tolong di reffund dana saya 92k"
Muhammad Tabiin,5,2026-03-11 15:02:38,cihuyyyyyyyy
Seven7th,1,2026-03-11 14:48:27,"sampah, Tidak ada kode verifikasi yang dikirim"
Zenn,1,2026-03-11 14:19:42,"app sampah, masa gw udh 18 keatas kena batasan"
Saya Akun,5,2026-03-11 13:11:45,"asik coy,bisa dpt banyak tmn"
sugar siregar,5,2026-03-11 11:21:05,mantap
Yusran Hikmal,5,2026-03-11 11:07:39,bagus banget
Fafan Setyawan,5,2026-03-11 08:36:58,good
Zaffara Family,5,2026-03-11 08:21:01,sangat bagus
Denis Sanjaya,4,2026-03-11 06:55:52,aplikasinya bagus bisa main sama teman
Dalton Edenprakoso,5,2026-03-11 06:45:40,bagus
Abu Fandi,1,2026-03-11 06:22:14,dog poop
saskia putri,1,2026-03-11 06:01:26,kadang bug suara ga muncul atau ga denger. bintang 1.
Pajar Gagah berotot,1,2026-03-11 04:10:40,Can't log in even though I've followed the instructions
Asede Tai,1,2026-03-10 17:20:37,verify number tersampah
ranawoi ranawoi,1,2026-03-10 16:30:54,"sering ngebug ga bisa masuk ngestuck dll, padahal HP gw uda bagus"
mochabin chan,5,2026-03-10 16:17:15,niceee!
Muda Tuan,1,2026-03-10 14:24:24,Tidak terdengar suara voice saat share screen jadinya gua ngomong sendiri kaya orang gila 👎
TAUFIK HIDAYAT SOBIRIN,5,2026-03-10 13:57:24,good
Kindly melody Dotulung,1,2026-03-10 12:49:49,cant talk needs to verify everything is confusing.
Agelljabrik,1,2026-03-10 12:34:09,gak bisa login..ribet juga tidak ada penerjemahan bahasa yang lengkap
Rifki Arfian,5,2026-03-10 11:54:30,bagus buat main bareng teman apa berkomunikasi bareng temen
Redmi Delapan,1,2026-03-10 10:18:54,sama youtuber harus pakai aturan🤬 kalau udah masuk please lah biarkan aku ngobrol sama youtuber dulu
Asianayuli Ekasari,1,2026-03-10 09:45:23,Tolong donggg 😮‍💨 kan aku punya akun lama dari 2023 tapi aku kepencet uninstall nah lalu aku itu lupa password lalu aku pencet forgot password? nah kan discord nya bilang boleh direset nah itu lepas aku mau masukin password aku tiba tiba account dettect gitu habis ganti password malah kaya gitu lagi aku pngnnn kembali akun ku plis yaa discord 😓😓 aku itu sampai mau nangis....
Lll yyy,2,2026-03-10 08:42:54,"KIKIRRRRR!!!! pelit banget sih jadi developer stiker doang bayar coba, tapi GIFnya banyak hehe... trus buay apaan lagi itu yag di halaman profile buat dikira keren kah???? nih w kasih yw klo stiker itu jan bayar napa plus kasih tambahan bisa custom stiker juga, nah di cutom stikernya ini bayaar....,klostiker bwaan mah gak, cuman kurang gitu loh...."
Sandi 07,1,2026-03-10 08:20:16,bintang satu log in sandinya sudah tersimpan bahkan sudah saya tulis di buku dan email/no ponsel sudah benar tetapi tidak bisa log in jadi aplikasi ini jelek banget tidak layak menyandang bidang 4 ke atas👎👎👎👎👎👎👎👎👎👎👎👎👎👎
RAISA AZMIAAURORA,5,2026-03-10 05:04:40,ini sangat sangat luar biasa kita bisa voice dan sekarang kita bisa dapat hadiah
Afdhal Earnesta,1,2026-03-10 03:52:27,gimana ini cara make nya😹
Ervina Febri,5,2026-03-09 23:27:15,bagus
Asrofil,1,2026-03-09 22:43:12,saya tidak suka dengan CEO baru dan fitur verifikasi barunya
Futoshi Yamamoto,1,2026-03-09 20:24:30,"saya hanya masuk server Minecraft, tiba-tiba kena disable? i'm always come back"
Diki Supratmansyah,1,2026-03-09 18:38:14,"jelek , registrasi gak jelas , bahasanya aneh"
Kyla Putri,2,2026-03-09 17:55:03,"makin kesini makin aneh, suka terkeluar sendiri kadang gada suara orang. ngeleg ngeleg tolong dong"
SX CHANNEL,5,2026-03-09 15:58:32,oke
dimas why,3,2026-03-09 15:43:15,"bagus tapi tidak ada bahasa Indonesia di pengaturan, saya pusing melihat orang dengan berbagai bahasa setiap kali membuka discord"
Bunga,2,2026-03-09 15:15:43,"aku ada ngikutin sebuah komunitas gitu di discord, aku mau ikut suatu event yang mereka adain supaya bisa berkesempatan dapet merchandise dari ngirim foto sama pesan doang, tapi waktu aku upload dia malah tiba tiba ngilang, udah lebih dari 5 kali aku coba tapi terus hilang, padahal gk ada yang salah, tapi dari semua itu gaada yg kekirim, padahal beberapa bulan yg lalu aku ikut kek gini bisa aja ke kirimnya, tapi sekarang gk bisa. aku kecewa banget"
Eliseo Tegar,5,2026-03-09 08:43:46,what the hell gua cuman baca-baca tulisan baru 1 menit aja udah ke-download
Muhammad alif Saputra,5,2026-03-09 05:40:44,"mantap tapi ane gak bisa login akun ane lagi padahal sandi nama udah bener bahkan udah ke simpan di googl, tapi tetep gak bisa gg🗿"
Blue Lemon,4,2026-03-09 05:01:50,Nggk tau cara makenya
Zhafran Sappe76,5,2026-03-09 04:50:46,bagus
Ozawaa,5,2026-03-09 04:15:14,tolong tambahkan bahasa Indonesia
Mutiara Tiara,1,2026-03-09 02:58:53,kenapa suka bug
Ahmad Nasir,5,2026-03-08 23:40:00,yang penting aatujuan
Arsakha SyahrifiPutra,5,2026-03-08 21:33:57,sangat bagus
Pra Ka,1,2026-03-08 20:46:37,Notifikasi pada saat ada yang menelpon kenapa tidak muncullll
sandro saputro,5,2026-03-08 18:06:54,keren
RIZAL EIFALDI RIIZAL,5,2026-03-08 17:45:54,saya belum pernah menginstal apk ini tetapi saya meliat dari rate dan pendapat org tentang apk ini sepertinya apk ini bagus
elboy,3,2026-03-08 16:41:18,"buatin discord lite please, makin berat bgt ini discord"
Wannvers,5,2026-03-08 15:43:24,"suka bgt sama ini apk, bisa cari temen dll"
Herdan24,1,2026-03-08 15:38:08,"tolong perbaiki bug akun tiba tiba ilang, akun saya hilang tiba tiba dan saya harus register / login lagi, sudah masuk password, email dll tapi dua duanya gagal, saya kehilangan semuanya di discord saya, saat berhasil pun saya malah ngulang dari awal dengan akun baru, ini bug bener bener ngeselin, TOLONG PERBAIKI!"
