score,at,content_stemmed
3,2026-03-01 18:40:00,saran tolong kasih bahasa indonesia biar mudah nya
5,2026-03-01 17:13:32,jujur suka apk nya berkat apk teman abang ehehehe sayang bug nyaa gapapa momen lucu sih pliss nih apk suka bangettt
5,2026-03-01 16:50:41,seru banget plis udh nyiptain thank you so much i love you
5,2026-03-01 13:44:05,menrutku guna banget game chat foice
5,2026-03-01 12:41:38,sempurna harap versi mobile playing game status versi pc
1,2026-03-01 10:19:46,log in sandi email salah
1,2026-03-01 09:18:49,tolong bug baik cewek gw chat kirim kirim oi bug gw kasih bintang y
1,2026-03-01 08:28:22,apasih suruh verif verif dh ku verif kali g bsa bsa
2,2026-03-01 07:34:15,tolong subtitle indonesia apk nya nya paham bahasa
1,2026-03-01 07:12:36,loginn
2,2026-03-01 06:47:14,login salah pasword akun login akun password tulis akun
1,2026-03-01 05:02:46,apk adil
1,2026-03-01 04:31:02,mudah
1,2026-03-01 03:50:18,download harap bahasa indonesia eh taun nya bahasa indonesia moga bahasa indonesia indonesia milik guna bahasa indonesia
5,2026-03-01 03:24:42,seru seru
5,2026-03-01 02:41:15,mntap
2,2026-03-01 01:25:58,log in tolong baik
1,2026-02-28 22:30:11,tolong tambah bahasa indonesia tambah fitur milik fiturnya website hapus server dekorasi avatar efek profile permanent jual toko orbs mahal
4,2026-02-28 21:50:23,baguss cuman tambahin fitur bahasa indonesia
1,2026-02-28 21:22:39,tolong gimana refund uang langgan mendownload discorde saldo potong langgan
2,2026-02-28 19:33:48,tolong gimana udah bulan nyoba login reset sandi masukin kode sms masuk kode nya nomor pasti nomor masuk
1,2026-02-28 17:47:59,bug gjls
1,2026-02-28 15:09:18,batal nitro saldo kembali main tarik uang orang izin
4,2026-02-28 12:54:31,min bikin akun
1,2026-02-28 12:19:11,pas udh akun
4,2026-02-28 11:24:12,baik masak suruh verikasi email mulu udah gw verikasi suruh gimana sih bikin kesel njirrr
3,2026-02-28 11:06:01,susah masuk
1,2026-02-28 11:04:54,simpan foto hp tolong baik cepat
1,2026-02-28 10:34:49,register captcha ulang udah bener ngerjain ngulang
1,2026-02-28 09:48:14,pas bikin akun ngestuck
1,2026-02-28 07:28:21,gw masuk server gw udah kasihtau gw robot tetep masuk server lol bet jing
5,2026-02-28 07:20:16,seru ngobrol teman
1,2026-02-28 07:12:26,bener gua login kali cuman chat
5,2026-02-28 06:46:48,bagus teman gua
5,2026-02-28 05:23:30,bagus nyari temen mudah
1,2026-02-28 04:19:20,kagajelas dah apk nya sandi dc gua udah ngga masuk nggajelas
5,2026-02-28 03:39:08,mantap komunitas
3,2026-02-28 01:58:11,tolongggg taruhh bahasa indonesia please
1,2026-02-28 01:55:57,udah beli nitro support googleplay cuy alhasil saldo balik dalaam itu bentuk saldo google play
4,2026-02-27 21:58:59,login kembang muda bentuk nomor telepon email kendala login
3,2026-02-27 17:52:12,tolong baik bug nya coba masuk tpi halang bug benci bug tolong baik bug nya
1,2026-02-27 17:31:24,buruk verivikasi mulu
5,2026-02-27 13:37:02,kendala log in
2,2026-02-27 12:05:36,call nya mati main game
1,2026-02-27 11:58:43,jelek akun tuju nya biar ngedownload mod suruh login gw lupa pasword nya
4,2026-02-27 09:02:29,bagus gada bahasa indo
1,2026-02-27 07:46:01,bikin akun cok pake nomor kirim sms nyaa pake gmail bisaa
1,2026-02-27 06:31:06,pas verifikasi akun email knp bugcord
1,2026-02-27 06:18:50,ulang kali kali login tolong sistem baik sistem terima kasih
1,2026-02-27 06:07:44,daftar bug download
4,2026-02-27 05:58:33,bagussnyaa komunikasi
5,2026-02-27 02:18:49,senang tiket ketemu gm
1,2026-02-27 00:08:01,kesel hapus akun bilang password does not match password nya bener make yng ttp ogah banget gamau download
1,2026-02-26 23:43:53,update jelek banget bug benci buka bug
2,2026-02-26 19:36:38,putar video layar tampil warna hitam audio dengar rusak grup audio jalan kali kali pilih copot hapus
5,2026-02-26 15:58:30,ribet pake ktp
1,2026-02-26 15:34:29,register blabalabala invalid mulu freak
1,2026-02-26 15:30:14,suruh join akun tolong benerin
1,2026-02-26 15:28:40,bug teman keluar server jaring
1,2026-02-26 13:58:47,apa ni pasword dah bener udh liat salin pasword password manager google tetep pasword nya salah pls ganti username seribet masukin password dah bener ni salahin
1,2026-02-26 08:33:01,aneh banget gw masuk akun gbsa hadeh
5,2026-02-26 07:46:35,w yng bikin dc masuk dc temen
3,2026-02-26 05:38:24,bagus sih bagus masuk susah banget kesana kesini
1,2026-02-26 05:18:16,aneh voice nya hp suka ngebug gada suara nya tnda ijo nya
2,2026-02-25 20:46:36,gimana masuk game nya
5,2026-02-25 15:55:36,seru banget wk
1,2026-02-25 13:43:47,login ribet banget jir parah
1,2026-02-25 13:26:32,apknya jelek bug udah login kali kali tetep udah ganti ganti akun tolong perhati bug nya tau uang
1,2026-02-25 12:56:52,burik hapus
1,2026-02-25 10:15:50,pesan diloading langsung muncul alhasil pesan baru muncul
1,2026-02-25 10:04:10,make redeem codenya gimna sih nemu dah liat tutorial
1,2026-02-25 08:32:05,dikit wait are you human gw robot gw udh verif bilang robot
5,2026-02-25 06:11:55,bagus nya akun ilang teruss
4,2026-02-25 05:22:02,nih sedia auto translate ku tambahin bintang
3,2026-02-24 23:00:01,gagal verifikasi akun robot gabisa skip ngulang
1,2026-02-24 22:15:54,bikin akun susah cocok gambar
5,2026-02-24 20:21:07,ni apk bagus banget bjir gua gatau orang bilang nya susuh login nya login nya mudah tolol
5,2026-02-24 20:16:46,bagus bangettt
1,2026-02-24 07:54:27,lu niat sih bikin login udah gitu benerin
5,2026-02-24 07:34:52,makas banget min mabar gm ken banget mabar
5,2026-02-24 07:13:49,bagus gampang komunikasi aman bug apa
1,2026-02-23 22:53:59,gajelas login akun pw nomor nya bener verifikasi nomor telepon gilir udah verifikasi kasih kode verifikasi udah ngajuin banding nya selesain panjang udah gitu bantu suruh banding kasih solusi
1,2026-02-23 19:37:11,atur ribet
3,2026-02-23 16:40:45,bug mic fungsi
1,2026-02-23 15:23:00,gua login gua udah masukkin
1,2026-02-23 14:41:45,gajelas pas share screen ngga ngomong ngga vois dah baik dahhh
1,2026-02-23 14:12:38,ok
1,2026-02-23 12:07:00,napa dah no hp udah bener tetep kirim kode verify nya udah hari coba tetep udah saran orang yt tetep apk urus hapus hapus play store
5,2026-02-23 09:54:58,dancok login susah tempek nggateli
1,2026-02-23 09:23:44,chat ter load muncul notifikasi
1,2026-02-23 07:27:23,login masuk
1,2026-02-23 07:20:22,gabisa akun
1,2026-02-23 05:45:30,kirim nomor hp kode verifikasi kirim jujur kecewa karna update bug dibenerin mohon
5,2026-02-23 02:47:54,notif mobile push nya muncul
5,2026-02-22 22:53:48,keren aktif
4,2026-02-22 21:58:59,bantu obrol tau sneaks update game voice
3,2026-02-22 19:28:57,kena bug spekear mic
5,2026-02-22 16:33:09,seru banget
1,2026-02-22 13:25:10,pas liat stream temen eror dah
3,2026-02-22 12:38:02,baik ya mesti mental call si moga baik cepat
1,2026-02-22 11:25:36,nih apk eror susah bener log in
5,2026-02-22 10:43:06,apk nya bagus komunikasi bagus grup apk
1,2026-02-22 09:15:51,kesal login alami kendala login verifikasi lokasi link verifikasi kedaluwarsa akibat ulang proses login kali kali mohon bantu sistem login stabil cepat expired terima kasih
1,2026-02-22 08:21:35,code nya udah masukin nomor telepon
3,2026-02-22 08:12:24,log in nya susah bjir
5,2026-02-22 06:10:40,apk guna informasi mudah erti hadiah
3,2026-02-22 04:17:49,informasi channel terima muncul rugi orang
5,2026-02-22 03:11:50,mabar talon kasih secret
5,2026-02-22 01:11:55,nya bagus
1,2026-02-22 01:01:27,apl bodo mo login susah udah passkey bilang invalid udah gitu pas coba pake akun suruh masukin code kirim email kasih code kecewa apl banyak syarat syarat
5,2026-02-22 00:59:40,bagus
5,2026-02-21 23:31:06,nya bagus dah males ketik
5,2026-02-21 21:01:04,guna bngt
5,2026-02-21 16:47:47,bagus banget nobar bokep bareng tmn tmn mantap
1,2026-02-21 16:16:06,alami login bikin akun masalah tolong baik ya
5,2026-02-21 15:41:08,guna
5,2026-02-21 13:54:58,bagusss
1,2026-02-21 13:01:38,tulis wait what are you human pw login
1,2026-02-21 12:34:53,apk gua akun dasar apk
1,2026-02-21 12:24:54,bikin emosi pas log in buat akun tolong baik
1,2026-02-21 12:02:56,daftar ribet
1,2026-02-21 12:01:41,apk nya coba log in gara fitur deteksi manusia pas log in kasih codenya dasar
1,2026-02-21 11:44:42,gbisa login udah coba kali error
1,2026-02-21 07:38:35,gw login gabisa email pw nya dh bener pls baik udah ampe baik niat g si
1,2026-02-21 07:23:03,masalah woy baik tot
3,2026-02-21 06:59:44,uhh download register somehow yaa coba pakai email pake register error karna email udh dipake ngpa ni
2,2026-02-21 06:57:04,pas login pake nomor hp nunggu digit loh muncul dah jam nunggu kasih mohom devolopernya admin baik cepat kirim gir verify nya
1,2026-02-21 06:50:03,susah bikin akun nya
1,2026-02-21 05:53:39,jelek verivikasi robot udah kali kali tetep masuk gimana login coba
5,2026-02-20 22:19:23,baik
5,2026-02-20 20:39:26,kntl nggae akun angel men kudu verivikasi barang
1,2026-02-20 17:22:16,allah sakit hati bener ngapa in akun ku cm vakum hapus akun login akun ku dipake nomor telp ku ilang akun akun tolong ubah
1,2026-02-20 16:33:27,bug register guna chaptca ulang kali jelas akun baik bug aneh tahan bug
4,2026-02-20 15:15:12,semenjak update baru ama fitur nya bagus tolong fix semenjak update for close mulu voice fc tolong fix
2,2026-02-20 13:45:11,install
4,2026-02-20 12:54:37,kasih nya gabung pi network
1,2026-02-20 11:55:06,ganti password akun susah hapus data bug
1,2026-02-20 10:16:21,tolong min bug notifikasi hilang dibenerin pasang hapus apk dihidupin motif tag dll muncul
5,2026-02-20 06:55:36,nya bagus manfaat cari teman
5,2026-02-20 05:38:00,keren luarbiasa serba serba cepat manfaat
1,2026-02-20 04:21:01,utuk login susah banget tolong baik login
1,2026-02-20 02:37:17,dah susah login suruh masukin nomor telepon abis suruh konfirmasi pake password lupa tombol reset passwordnya emang nih apk jelekbet akun kena hack
1,2026-02-20 02:22:43,apkasi buruk gmail udh bener nomor telepon udah bener salah udah laku hasil zonk emang udh rusak ni apk
1,2026-02-20 00:31:49,login akun bikin akun aneh banget
5,2026-02-19 21:17:53,perlu have fun bagus buat server
4,2026-02-19 14:54:23,pas bikin aman pas suruh temenku bikinin akun log out pas udah tinggal confirmasi nunggunya lamaaaaaa banget sampe jam sape jam
1,2026-02-19 14:43:24,susah banget daftar nya
5,2026-02-19 14:39:06,bagus samp rp
1,2026-02-19 13:59:05,tolong benerin apk sumpah gw kesel bet udh suruh masukin nomor ama akun eh mulu gjls bet dah
1,2026-02-19 12:21:30,ribet bet dikit dikit verify itu
5,2026-02-19 11:30:29,tambahin fitur desktop phone onboarding etc
5,2026-02-19 09:59:59,seru tp lupain ak
5,2026-02-19 09:54:53,tambahin bahasa indonesia napa
5,2026-02-19 08:41:52,bagus jelek
5,2026-02-19 06:50:03,suka gara fitur orbs
1,2026-02-19 06:07:10,update suara voice engga ngobrol
5,2026-02-19 05:04:52,guna suara beda langsung voice gamenya
1,2026-02-19 04:06:55,bagus cocok cari teman
1,2026-02-19 03:53:27,pasu nomor telepon email tolong baik
3,2026-02-19 00:05:36,mic suka eror mantul tolong baik
5,2026-02-18 23:35:47,guna
3,2026-02-18 16:54:49,tolong baik koneksi
1,2026-02-18 15:42:29,pas login coba buktin robot tetep dah bener robot dah coba kali ngawur rate benerin napa anti ai nya manusia ai
3,2026-02-18 15:02:20,orang toxic baperan bercandain dikit langsung besarin
5,2026-02-18 14:31:26,tolong adain bahasa indonesia developer lebih apk bagus
5,2026-02-18 13:55:17,coba moga bagus
5,2026-02-18 09:04:32,tolong gimana ya suruh verify phon gabisa teruss
5,2026-02-18 07:31:36,main game bareng bicara pokok nya bagus banget
2,2026-02-18 06:30:16,kirim video video nya video bawa bintang moga baik terima kasih
1,2026-02-18 02:25:28,susah login nya
1,2026-02-18 00:58:20,pas register loadingnya banget lag gada angin
1,2026-02-18 00:50:40,ni apk niat sih guna pass daftar udah ku masuk in identitas tuduh robot pas masuk periksa robot tuduh robot udah coba kali tolong benerin cuman bintang pringatan
5,2026-02-18 00:40:46,guna
5,2026-02-17 14:25:42,ok cari temen mabar
5,2026-02-17 12:43:25,cocok introvert hobi main game berkat ni apk mudah masuk komunitas game mana besarin jaring kota loading kadang karna lelet ya the beast
1,2026-02-17 11:48:43,umur umur
1,2026-02-17 11:47:37,gilir masuk nomor telepon dc mlh rate limited
5,2026-02-17 10:27:43,pokok bagus
5,2026-02-17 09:30:23,teman
1,2026-02-17 06:53:57,buruk
1,2026-02-17 05:37:35,update bug staf nya ngerti baikin ngga
1,2026-02-17 05:23:47,bagus
5,2026-02-17 04:57:45,mohon log in baik orang milik ganggu coba ikut instruksi log in kecewa log in pakai nikmat
1,2026-02-16 22:02:20,apk nya sih bagus login ulang loding nya banget udah gonta ganti jaring udh ganti wifi ganti kouta
4,2026-02-16 16:03:03,keren
1,2026-02-16 14:27:01,apk nya logout masuk pw email nya udh bner males main dc
5,2026-02-16 14:23:24,asli super duper asyik loh komunikasi whatsapp dengerin music main game meeting share screen kualitas video baik terimakasih udah uninstall hampa banget gabisa dengerin music buka apk spotify enak deh poko sehat baca ye
4,2026-02-16 13:33:31,ya kadang mic nya suka nyala kecewa banget
5,2026-02-16 11:12:27,bantu
1,2026-02-16 08:58:13,apa apk gj udah gw masukkin pw nm bnr bilang salah gw sampe akun tetep nih apk gj banget login diapk selamat lol developer lupa benerin loginnya ya udah dalem bug tambah masuk bug gila bugcord
5,2026-02-16 08:18:02,info tambah dukung bahasa indonesia versi kadang otomatis aktif sempurna terjemah cek settings language pilih bahasa indonesia paham bahasa inggris terimakasih
5,2026-02-16 08:17:12,mantap bantu
2,2026-02-16 07:44:59,kasih bahasa indonesia bikin komunitas susah karna ngerti
1,2026-02-16 04:43:27,gimana veify masuk nyaa email mauuu gimana banget tolong salah
1,2026-02-16 04:15:55,gabisa verifikasi nomer telpon masukin tolong udah rated limited
3,2026-02-16 03:11:31,sebenernya udah bagus banget call mic nya gabisa suara error gitu load nya
1,2026-02-16 02:09:12,tolong baik rusa buat akun no telfon udah alamat gmail sandi valid login akun
1,2026-02-16 00:45:53,mendownload alas memo penuh memo dah gb tolong dah ilang
1,2026-02-16 00:29:25,urus masak iya login masalah gabisa masuk baik ya urus bijak duit duit duit fitur nya rusa baik
5,2026-02-15 17:40:15,code verivikasi muncul udah nunggu jam apk rusak
5,2026-02-15 12:05:12,mantap pkoknya apk the best moga depan bagus amin
3,2026-02-15 10:47:09,udah lupa password pas bikin akun gabisa pake
2,2026-02-15 08:41:11,main sirkel sirkel an
1,2026-02-15 08:13:37,sih suka bikin akun
1,2026-02-15 08:00:18,penuh bug
4,2026-02-15 07:18:14,tolong adakan bahasa indonesia pliss
5,2026-02-15 06:07:56,apknya bagus
1,2026-02-15 02:59:53,hati instal rawan curi data
1,2026-02-15 02:05:27,sampah susah login
5,2026-02-15 01:49:28,main seru pemihbtaktik trik tugas misi saat sibuk sempet main yah pokok nya seru buru download let s go main
5,2026-02-14 16:16:01,oke
5,2026-02-14 14:06:22,ngebug mulu dah kirim chat
3,2026-02-14 13:44:55,ban lgsg ban kali kali
3,2026-02-14 13:25:26,lumayan login script
1,2026-02-14 13:19:11,tolong menginstal
5,2026-02-14 11:57:51,tambah sistem bahasa indonesia
1,2026-02-14 08:18:44,maaf ni kak sengaja kasih bintang nunggu kode daftarin nomor bener ya mohon tinjau
1,2026-02-14 07:37:11,woi apa gajelas gw udah download jam siang sampe jamsetengah pas login udah tau masuk serverjadi apus login dah dimasukin paswordnya email nya login loding loading
1,2026-02-14 07:17:43,masuk glitch bug tolong baik
1,2026-02-14 06:39:50,join motion ime dah udah join ilang aneh banget dah anjir
1,2026-02-14 05:18:24,rewel login akun satu suruh cek gmail pas pencet verify login suruh coba anj
5,2026-02-14 04:33:24,bagus banget mabar temen cari temen mic
4,2026-02-14 01:46:51,mudah simpel
5,2026-02-14 01:06:12,temu cinta
1,2026-02-14 01:03:47,pakai selingkuh
4,2026-02-13 17:26:43,guna indonesia usul tambah bahasa indonesia guna sulit baca menu atur bahasa inggris tambah bahasa indonesia alam pakai mudah nyaman moga saran timbang terima kasih kerja keras tim
1,2026-02-13 14:16:26,udah kasihvpw dah bener bener udah ganti pw invalid anehh
1,2026-02-13 12:14:55,pdf
5,2026-02-13 12:03:06,game enak banget kumpul bareng temen hobi ajar fitur stage voice channel nya bikin interaksi asa hidup bintang pokok
5,2026-02-13 09:48:10,hebat banget
5,2026-02-13 09:42:24,apk gg jir tau informasi game gw
1,2026-02-13 09:40:12,mrngirim pesan tuduh robot bug
5,2026-02-13 08:12:35,nyaman banar kawa bepandir lawan kawan
1,2026-02-13 02:17:11,fitur bikin ribet
3,2026-02-12 14:49:09,verifikasi ktp laku percaya platform turun jujur senang tpi berita hancur
1,2026-02-12 13:18:12,apk tolol bayar
1,2026-02-12 11:52:37,bagus tingkat aman janji
1,2026-02-12 11:52:04,masukin akun gabisa mulu kemarin kemarin jelek
2,2026-02-12 09:42:52,tolong baik login repot
1,2026-02-12 08:27:03,gimana login password email taro nama akun password akun biar gampang susah pake email tau hapus biar
1,2026-02-12 07:59:35,apa suruh resend email
5,2026-02-12 06:39:26,bagus
1,2026-02-12 05:06:44,bijak nya aneh
3,2026-02-12 03:52:52,gin deh udah tmbah bahsa indonesia
5,2026-02-12 02:34:56,apk nya bagus player jago
1,2026-02-12 02:13:54,bintang angkat orang salah bintang tambah batal batas akun
